row_id,disruption_label,day_of_week,month,quarter,week_of_year,is_weekend,covid_period,days_since_last_disruption,rolling_7d_avg_delay,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Inventory_Level,Temperature,Humidity,Waiting_Time,Asset_Utilization,Demand_Forecast
1643,0,6.0,4.0,2.0,17.0,1.0,0.0,1.0,0.6315789,0.31,9.5,0.89,9914.08,1376.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,0,6.0,4.0,2.0,17.0,1.0,0.0,1.0,0.625,0.43,3.3,5.04,1196.91,1674.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,0,6.0,4.0,2.0,17.0,1.0,0.0,1.0,0.6185567,0.7,2.0,2.28,450.5,530.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,1,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.57471263,0.63,2.0,2.88,119447.43,8075.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,1,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.6136364,0.1,2.0,2.6,2506.52,4143.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.60674155,0.84,3.1,3.52,7527.44,8182.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.6,0.14,3.4,3.6,2993.64,5252.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.5934066,0.86,9.5,3.24,6770.4,7280.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.5869565,0.62,4.3,3.39,1805.49,2229.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.58064514,0.57,8.1,2.79,1965.64,2504.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.5744681,0.84,2.1,2.87,6914.72,7516.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.56842107,0.44,8.6,2.25,4327.2,6010.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.5625,0.86,0.3,4.77,379.44,408.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.556701,0.72,7.2,4.63,2541.3,2955.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.5510204,0.22,0.0,0.88,31308.86,4666.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.54545456,0.39,5.4,4.5,70463.97,9217.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.54,0.21,9.5,3.08,248.66,411.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,1,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.56435645,0.54,3.3,0.21,7631.47,9010.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1661,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.5588235,0.64,1.4,3.8,84012.28,9314.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.5533981,0.8,7.0,6.34,173.7,193.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.5480769,0.89,1.6,3.63,7850.12,8307.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,0,0.0,4.0,2.0,18.0,0.0,0.0,1.0,0.54285717,0.23,4.9,5.28,4086.67,6645.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,0,1.0,4.0,2.0,18.0,0.0,0.0,1.0,0.60215056,0.73,2.6,3.07,44292.32,4655.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,0,1.0,4.0,2.0,18.0,0.0,0.0,1.0,0.59574467,0.76,0.5,4.61,80731.2,8340.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,0,1.0,4.0,2.0,18.0,0.0,0.0,1.0,0.58947366,0.65,9.2,4.43,3792.52,4597.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,0,1.0,4.0,2.0,18.0,0.0,0.0,1.0,0.5833333,0.51,1.4,1.05,3920.72,5193.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,0,1.0,4.0,2.0,18.0,0.0,0.0,1.0,0.57731956,0.76,6.3,4.73,7507.28,8531.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,0,1.0,4.0,2.0,18.0,0.0,0.0,1.0,0.5714286,0.43,0.9,3.97,6194.05,8663.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,0,1.0,4.0,2.0,18.0,0.0,0.0,1.0,0.56565654,0.57,8.1,3.77,2081.82,2652.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,0,1.0,4.0,2.0,18.0,0.0,0.0,1.0,0.56,0.34,8.0,3.96,6546.57,9771.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,0,1.0,4.0,2.0,18.0,0.0,0.0,1.0,0.55445546,0.83,9.4,5.96,4605.2,5033.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,0,1.0,4.0,2.0,18.0,0.0,0.0,1.0,0.54901963,0.84,4.5,4.84,8538.52,9281.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.627907,0.17,4.9,4.75,1114.42,1905.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.62068963,0.41,3.0,1.88,5226.87,7414.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.6136364,0.32,1.3,4.5,3858.36,5846.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.60674155,0.78,0.1,2.76,112.14,126.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.6,0.12,4.6,6.48,368.48,658.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.5934066,0.14,4.8,3.07,1609.68,2824.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,1,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.6956522,0.29,1.1,4.05,82568.76,4849.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,1,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.83870965,0.57,9.8,3.11,12114.11,9645.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,1,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.86170214,0.61,1.1,3.5,5439.62,6143.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.85263157,0.6,1.4,4.66,952.0,1190.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.84375,0.2,8.1,3.73,4846.8,8078.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.83505154,0.86,8.4,1.95,37237.2,3640.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.82653064,0.61,7.6,3.8,47312.26,5343.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,0,2.0,5.0,2.0,18.0,0.0,0.0,2.0,0.82828283,0.39,3.8,2.2,6120.17,8806.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1689,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.76744187,0.66,6.5,2.56,6995.24,8428.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.7586207,0.42,7.8,4.58,5841.17,8227.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.75,0.27,7.8,3.45,1837.69,2894.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.74157304,0.55,5.4,3.88,2635.78,3401.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.73333335,0.34,3.8,3.26,29936.94,4062.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1694,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.72527474,0.28,7.6,1.21,41176.96,5849.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.7173913,0.5,3.5,3.21,2936.25,3915.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.7096774,0.54,9.7,1.94,4474.47,5811.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.70212764,0.4,3.6,1.65,1671.6,2388.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.69473684,0.8,9.1,3.39,4254.3,4727.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.6875,0.28,8.3,5.24,2533.76,3959.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0,3.0,5.0,2.0,18.0,0.0,0.0,1.0,0.68041235,0.54,9.9,4.77,47889.38,5654.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.5897436,0.19,6.5,4.38,20957.09,3202.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.5822785,0.89,0.7,2.17,5935.55,6281.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,1,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.7375,0.65,2.9,5.13,11369.15,8613.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.72839504,0.61,3.6,2.83,7837.48,9736.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,1,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.76829267,0.33,10.0,3.15,1982.72,1807.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.7590361,0.28,5.3,4.09,26484.48,3762.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.75,0.27,5.4,3.28,2361.57,3719.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.7411765,0.21,3.5,5.71,3897.41,6442.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.74418604,0.65,4.2,3.19,890.25,981.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.7356322,0.17,3.8,4.54,1935.76,3309.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1711,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.72727275,0.48,4.9,5.01,3899.8,5270.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.71910113,0.52,0.2,4.07,3629.76,4776.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.7111111,0.38,9.4,4.52,44037.18,5802.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,0,4.0,5.0,2.0,18.0,0.0,0.0,2.0,0.7032967,0.59,8.3,1.68,56221.6,6429.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.72619045,0.67,6.3,3.36,72175.73,7858.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.7176471,0.68,6.8,4.51,1861.44,2216.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
1717,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.7093023,0.55,8.6,3.09,77927.03,9141.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.7011494,0.47,1.3,2.19,4693.71,6386.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6931818,0.19,4.2,3.34,5533.5,9300.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6853933,0.35,9.4,3.96,6421.28,9513.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
1721,1,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.7222222,0.61,5.6,2.42,8847.03,9991.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.71428573,0.81,1.2,3.21,7623.72,8424.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.70652175,0.43,4.8,2.97,600.6,840.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6989247,0.84,8.1,2.99,43799.36,4328.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.69148934,0.34,9.0,3.31,4231.72,6316.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.68421054,0.61,4.3,3.26,4773.65,5930.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,0,5.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6770833,0.78,6.0,2.38,4096.67,4603.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1728,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.72289157,0.66,1.3,3.3,4404.81,5307.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.71428573,0.76,1.5,1.99,5067.04,5758.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.7058824,0.22,0.2,4.61,3844.22,6302.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6976744,0.44,7.4,2.91,6925.68,9619.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6896552,0.51,4.4,2.06,2375.23,3146.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6818182,0.14,9.0,4.98,1729.38,3034.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
1734,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6741573,0.68,6.8,5.14,4297.44,5116.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6666667,0.24,1.3,2.57,131.44,212.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6593407,0.7,4.4,3.83,7001.45,8237.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.65217394,0.47,1.7,2.28,2418.15,3290.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6451613,0.26,5.7,5.61,47200.23,6811.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.63829786,0.51,9.8,3.5,3605.12,4775.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6315789,0.41,1.6,4.12,5625.19,7979.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.625,0.22,2.7,2.6,4750.07,7787.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6185567,0.7,8.3,3.74,255.0,300.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,0,6.0,5.0,2.0,18.0,1.0,0.0,1.0,0.6122449,0.84,7.4,5.96,5520.92,6001.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,0,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.625,0.14,3.1,3.99,4267.59,7487.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,0,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.61728394,0.75,9.0,2.61,1229.38,1405.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,0,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.6097561,0.31,6.4,3.86,3888.74,5937.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,0,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.60240966,0.68,4.4,3.17,60161.64,6511.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,0,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.5952381,0.85,0.5,1.77,14438.33,1419.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,1,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.63529414,0.43,7.5,6.64,3442.51,4377.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,0,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.627907,0.71,8.6,3.73,7869.42,9204.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,0,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.62068963,0.28,2.7,3.12,48343.68,6867.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,0,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.625,0.36,8.1,3.75,7830.44,6979.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,1,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.66292137,0.48,1.3,2.42,103405.27,7699.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,1,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.75555557,0.62,2.6,6.63,8273.66,6384.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,0,0.0,5.0,2.0,19.0,0.0,0.0,2.0,0.74725276,0.25,3.9,3.82,1779.38,2847.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,0,1.0,5.0,2.0,19.0,0.0,0.0,1.0,0.8292683,0.73,5.7,3.16,8130.14,9399.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,0,1.0,5.0,2.0,19.0,0.0,0.0,1.0,0.8192771,0.82,9.2,4.09,860.86,946.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,0,1.0,5.0,2.0,19.0,0.0,0.0,1.0,0.8095238,0.88,9.5,1.37,98933.12,9568.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,0,1.0,5.0,2.0,19.0,0.0,0.0,1.0,0.8,0.43,10.0,4.46,6541.53,9149.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,0,1.0,5.0,2.0,19.0,0.0,0.0,1.0,0.7906977,0.5,5.2,3.99,2714.25,3619.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,0,1.0,5.0,2.0,19.0,0.0,0.0,1.0,0.7816092,0.43,8.3,4.06,37759.86,4801.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,0,1.0,5.0,2.0,19.0,0.0,0.0,1.0,0.77272725,0.79,7.7,3.79,2134.57,2385.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,0,1.0,5.0,2.0,19.0,0.0,0.0,1.0,0.76404494,0.25,8.9,3.74,2836.25,4538.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,0,1.0,5.0,2.0,19.0,0.0,0.0,1.0,0.75555557,0.25,2.1,1.73,28194.38,4101.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,0,1.0,5.0,2.0,19.0,0.0,0.0,1.0,0.74725276,0.2,8.5,5.31,5835.0,9725.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,0,2.0,5.0,2.0,19.0,0.0,0.0,2.0,0.51282054,0.85,6.2,3.94,8580.3,9276.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,1,2.0,5.0,2.0,19.0,0.0,0.0,2.0,0.5822785,0.53,7.9,2.48,6684.88,7944.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,1,2.0,5.0,2.0,19.0,0.0,0.0,2.0,0.775,0.38,4.3,4.35,8123.23,7358.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,0,2.0,5.0,2.0,19.0,0.0,0.0,2.0,0.7654321,0.31,3.4,2.81,2111.07,293.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,0,2.0,5.0,2.0,19.0,0.0,0.0,2.0,0.75609756,0.44,8.5,3.02,6273.36,8713.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,0,2.0,5.0,2.0,19.0,0.0,0.0,2.0,0.74698794,0.18,2.7,2.57,5724.18,9702.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,0,2.0,5.0,2.0,19.0,0.0,0.0,2.0,0.7380952,0.58,5.9,0.01,13017.62,1498.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,0,2.0,5.0,2.0,19.0,0.0,0.0,2.0,0.7294118,0.33,5.7,3.19,6374.69,9586.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
1774,0,2.0,5.0,2.0,19.0,0.0,0.0,2.0,0.7209302,0.51,1.9,3.3,5127.2,6791.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,0,2.0,5.0,2.0,19.0,0.0,0.0,2.0,0.7126437,0.61,6.1,3.25,1573.77,1955.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,0,3.0,5.0,2.0,19.0,0.0,0.0,1.0,0.81578946,0.24,3.8,4.77,298.84,482.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,0,3.0,5.0,2.0,19.0,0.0,0.0,1.0,0.8051948,0.59,6.2,4.37,2167.17,2726.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,0,3.0,5.0,2.0,19.0,0.0,0.0,1.0,0.7948718,0.48,5.9,4.43,3577.16,4834.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,0,3.0,5.0,2.0,19.0,0.0,0.0,1.0,0.7848101,0.33,9.6,4.89,16875.71,2307.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,0,3.0,5.0,2.0,19.0,0.0,0.0,1.0,0.775,0.71,9.2,4.25,62242.29,6618.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,0,3.0,5.0,2.0,19.0,0.0,0.0,1.0,0.7654321,0.81,6.6,4.02,7392.95,8169.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,0,4.0,5.0,2.0,19.0,0.0,0.0,2.0,0.64705884,0.82,6.0,4.02,967.33,1063.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,0,4.0,5.0,2.0,19.0,0.0,0.0,2.0,0.6376812,0.86,8.5,1.53,1229.46,1322.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,1,4.0,5.0,2.0,19.0,0.0,0.0,2.0,0.9142857,0.21,0.1,4.96,102236.76,6401.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,0,4.0,5.0,2.0,19.0,0.0,0.0,2.0,0.91549295,0.6,6.3,3.25,37911.72,2611.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,0,4.0,5.0,2.0,19.0,0.0,0.0,2.0,0.9027778,0.62,9.5,3.63,52230.42,5862.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,1,4.0,5.0,2.0,19.0,0.0,0.0,2.0,1.0684931,0.37,7.0,2.19,165125.02,9131.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1788,0,4.0,5.0,2.0,19.0,0.0,0.0,2.0,1.054054,0.42,1.4,3.5,6496.5,9150.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,0,4.0,5.0,2.0,19.0,0.0,0.0,2.0,1.04,0.67,6.7,4.02,4941.53,5918.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,0,4.0,5.0,2.0,19.0,0.0,0.0,2.0,1.0263158,0.59,3.6,1.5,6445.06,8107.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,0,4.0,5.0,2.0,19.0,0.0,0.0,2.0,1.012987,0.38,5.8,2.41,2384.64,3456.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
