Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,source,Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-F14F6D9D,2025-11-09,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24.0,25.0,24.0,0.0,On Time,,0.61,5.0,1.58,6471.39,8039.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-55402E44,2025-09-29,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12.0,13.0,12.0,0.0,On Time,,0.3,1.6,3.36,1214.2,1868.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-A32F7481,2024-03-13,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12.0,14.0,19.0,5.0,Late,Port Congestion,0.51,5.8,4.17,2866.89,3452.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-00EAA611,2024-11-27,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28.0,31.0,29.0,0.0,On Time,,0.71,0.7,3.74,7901.05,9241.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-01A0C695,2025-06-02,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3.0,4.0,3.0,0.0,On Time,,0.64,3.4,4.91,74532.26,8263.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-3D15A673,2024-12-05,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28.0,29.0,28.0,0.0,On Time,,0.33,0.1,3.62,1210.97,1821.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-8064F018,2024-06-06,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35.0,38.0,35.0,0.0,On Time,,0.78,1.7,4.76,2854.23,3207.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-8B5DBDF4,2025-10-12,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2.0,4.0,3.0,0.0,On Time,,0.23,7.3,3.15,10106.91,1494.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-FD712CF4,2025-10-18,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7.0,9.0,5.0,0.0,On Time,,0.6,7.2,5.17,7316.0,9145.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-DF03E6B9,2024-05-15,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35.0,37.0,35.0,0.0,On Time,,0.67,0.1,0.65,2969.26,3556.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-DC50E424,2024-07-09,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28.0,29.0,44.0,15.0,Late,Geopolitical Conflict (Route Diversion),0.73,1.6,3.45,7117.9,5143.0,Re-routing
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-F217A122,2024-06-26,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7.0,8.0,7.0,0.0,On Time,,0.67,6.9,4.77,6637.41,7949.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-6E5F2661,2025-05-31,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4.0,6.0,4.0,0.0,On Time,,0.74,4.9,1.18,38519.25,4025.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-69C00305,2025-01-22,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7.0,9.0,11.0,2.0,Late,Port Congestion,0.82,1.1,2.96,5632.63,5627.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-5858AEF6,2024-06-17,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18.0,20.0,18.0,0.0,On Time,,0.58,9.9,1.89,2030.3,2570.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-7980171E,2024-10-19,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12.0,13.0,12.0,0.0,On Time,,0.16,0.4,4.42,3225.38,5561.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-3AE0C00A,2024-05-06,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35.0,37.0,34.0,0.0,On Time,,0.14,3.1,3.99,4267.59,7487.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-C78AC88E,2025-02-23,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18.0,20.0,18.0,0.0,On Time,,0.32,4.1,5.2,2052.6,3110.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-E68F737C,2025-11-10,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18.0,19.0,19.0,0.0,On Time,,0.71,0.4,3.45,8325.99,9738.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-C9739809,2024-11-26,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24.0,27.0,24.0,0.0,On Time,,0.24,8.0,4.78,491.04,792.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-86171B32,2025-07-17,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24.0,27.0,38.0,11.0,Late,Geopolitical Conflict (Route Diversion),0.39,6.8,3.1,14611.68,8760.0,Expedited Air Freight
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-5471FD62,2024-11-27,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35.0,36.0,35.0,0.0,On Time,,0.18,4.2,4.48,4193.72,7108.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-7F27FCC4,2024-12-25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28.0,31.0,29.0,0.0,On Time,,0.19,2.4,3.04,729.47,1226.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-DCE2B248,2025-10-30,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4.0,6.0,4.0,0.0,On Time,,0.55,8.9,3.3,19701.28,2311.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-7F2BE8BC,2024-10-12,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24.0,25.0,36.0,11.0,Late,Geopolitical Conflict (Route Diversion),0.83,0.2,4.36,10291.92,7030.0,Re-routing
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-F6CBAEA0,2025-07-04,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18.0,19.0,18.0,0.0,On Time,,0.78,4.2,3.94,5422.77,6093.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-741EFED0,2024-06-14,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24.0,27.0,36.0,9.0,Late,Geopolitical Conflict (Route Diversion),0.12,2.2,1.89,2595.71,2897.0,Re-routing
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-B389DAB8,2024-08-30,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28.0,30.0,29.0,0.0,On Time,,0.71,9.3,3.28,8534.61,9982.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-82DEEF83,2025-05-06,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24.0,25.0,41.0,16.0,Late,Geopolitical Conflict (Route Diversion),0.48,0.4,3.51,5135.01,4337.0,Re-routing
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-F99F8507,2025-07-30,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12.0,15.0,12.0,0.0,On Time,,0.86,6.5,2.66,8770.83,9431.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-BD4793B5,2024-12-11,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7.0,9.0,6.0,0.0,On Time,,0.46,4.1,3.93,4062.45,5565.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-6AE29616,2025-12-30,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28.0,30.0,28.0,0.0,On Time,,0.44,2.7,4.26,5468.4,7595.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-5B6D5FA8,2025-03-13,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18.0,20.0,18.0,0.0,On Time,,0.81,2.0,4.42,1178.31,1302.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-CAC7ADAF,2025-04-19,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2.0,3.0,2.0,0.0,On Time,,0.32,8.2,4.08,42369.36,5836.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-06E66768,2025-01-12,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3.0,5.0,3.0,0.0,On Time,,0.86,2.2,3.04,90249.06,8822.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-B45697D5,2024-03-15,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35.0,38.0,36.0,0.0,On Time,,0.85,3.2,5.52,4531.57,4899.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-8D64A249,2025-11-16,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24.0,25.0,39.0,14.0,Late,Geopolitical Conflict (Route Diversion),0.63,1.1,4.21,11350.02,8704.0,Re-routing
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-A6056199,2025-11-30,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3.0,4.0,2.0,0.0,On Time,,0.47,1.3,4.17,24060.96,2976.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-5C6C1CBF,2024-06-15,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24.0,25.0,24.0,0.0,On Time,,0.14,6.7,3.15,1774.98,3114.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-10307950,2025-07-31,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3.0,5.0,3.0,0.0,On Time,,0.61,9.7,5.38,37306.11,4213.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-2762C0DC,2024-06-03,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3.0,6.0,3.0,0.0,On Time,,0.12,7.9,1.24,646.8,105.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-C80DE717,2024-04-02,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28.0,31.0,45.0,14.0,Late,Geopolitical Conflict (Route Diversion),0.6,4.1,3.84,10497.28,8201.0,Re-routing
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-02F57514,2025-08-13,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28.0,30.0,28.0,0.0,On Time,,0.85,8.6,2.79,337.62,365.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-AE2D02E3,2024-03-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18.0,20.0,23.0,3.0,Late,Port Congestion,0.8,9.8,1.27,8685.27,8773.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-2A90BAEC,2024-10-04,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24.0,27.0,24.0,0.0,On Time,,0.88,3.0,5.6,624.16,664.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-0F77EEED,2025-07-12,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12.0,13.0,12.0,0.0,On Time,,0.73,3.4,4.16,6529.89,7549.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-D6068D37,2025-06-14,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24.0,25.0,24.0,0.0,On Time,,0.8,3.6,0.95,3167.1,3519.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-B1179A92,2025-05-01,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24.0,27.0,25.0,0.0,On Time,,0.88,9.2,3.4,7349.86,7819.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-925E7290,2025-06-21,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7.0,10.0,7.0,0.0,On Time,,0.77,1.2,4.54,7510.99,8487.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-8023FC50,2024-05-05,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24.0,25.0,24.0,0.0,On Time,,0.51,9.8,3.5,3605.12,4775.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-F0F1FB70,2024-04-02,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3.0,5.0,5.0,0.0,On Time,,0.41,4.1,3.99,19418.52,2504.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-D778B575,2024-05-16,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24.0,26.0,23.0,0.0,On Time,,0.3,0.9,4.91,4499.95,6923.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-95A341E8,2024-06-10,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28.0,29.0,29.0,0.0,On Time,,0.14,8.7,2.67,1349.76,2368.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-C8E4543A,2025-05-15,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7.0,10.0,7.0,0.0,On Time,,0.38,8.4,3.37,4541.58,6582.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-99468E72,2024-12-05,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4.0,5.0,3.0,0.0,On Time,,0.89,3.6,4.68,21382.52,2057.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-F5BDD609,2024-05-30,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12.0,15.0,11.0,0.0,On Time,,0.66,9.7,3.35,6485.62,7814.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-899BE640,2025-12-02,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3.0,4.0,13.0,9.0,Late,Geopolitical Conflict (Route Diversion),0.54,8.5,2.12,63525.0,3125.0,Expedited Air Freight
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-6AB8ABF7,2024-12-01,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3.0,6.0,3.0,0.0,On Time,,0.14,5.7,3.94,58712.28,9364.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-03AD3779,2024-01-27,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7.0,8.0,7.0,0.0,On Time,,0.78,6.6,2.5,2132.44,2396.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-6CDED926,2025-03-03,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28.0,30.0,28.0,0.0,On Time,,0.52,7.2,4.19,4120.72,5422.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-9E3F4F24,2024-04-25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18.0,19.0,18.0,0.0,On Time,,0.75,8.6,2.83,1530.38,1749.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-D5AC773C,2025-05-21,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24.0,25.0,24.0,0.0,On Time,,0.72,6.9,2.98,7852.66,9131.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-4B4844D4,2025-11-29,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4.0,7.0,5.0,0.0,On Time,,0.38,0.3,1.1,8576.7,1130.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-C828902E,2025-12-13,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2.0,5.0,8.0,3.0,Late,Port Congestion,0.71,2.8,3.29,21818.66,1406.0,Expedited Air Freight
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-6266B1CA,2025-05-10,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3.0,4.0,3.0,0.0,On Time,,0.69,5.9,4.14,33620.01,3617.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-4A6C9960,2025-09-08,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18.0,19.0,17.0,0.0,On Time,,0.62,8.1,3.42,3135.51,3871.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-215A256F,2024-07-30,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28.0,30.0,28.0,0.0,On Time,,0.59,4.8,3.88,6623.14,8331.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-297B964A,2024-08-14,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35.0,38.0,35.0,0.0,On Time,,0.66,5.9,4.44,6344.52,7644.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-10261A56,2025-07-31,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2.0,4.0,8.0,4.0,Late,Severe Weather (Typhoon/Storm),0.41,4.0,2.88,107554.09,7705.0,Expedited Air Freight
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-B0CEC33B,2024-10-13,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28.0,30.0,42.0,12.0,Late,Geopolitical Conflict (Route Diversion),0.73,9.3,4.31,11750.16,8490.0,Re-routing
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-12AC6A17,2024-11-08,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4.0,6.0,4.0,0.0,On Time,,0.7,1.4,2.03,83617.05,8943.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-9185C602,2024-01-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18.0,21.0,19.0,0.0,On Time,,0.22,9.0,3.76,5670.56,9296.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-9125D7B1,2025-01-08,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7.0,10.0,6.0,0.0,On Time,,0.51,0.2,2.8,3689.68,4887.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-08329A68,2025-02-11,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28.0,30.0,28.0,0.0,On Time,,0.35,2.6,3.22,5768.55,8546.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-409CB4BC,2024-12-26,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2.0,3.0,2.0,0.0,On Time,,0.19,3.9,3.74,47974.85,7330.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-123D01B7,2025-11-22,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24.0,26.0,34.0,8.0,Late,Geopolitical Conflict (Route Diversion),0.15,7.8,3.45,13089.31,9485.0,Expedited Air Freight
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-8F49EB87,2024-08-03,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18.0,19.0,24.0,5.0,Late,Severe Weather (Typhoon/Storm),0.56,8.9,5.77,5655.31,6042.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-B9F7BACC,2025-10-17,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7.0,10.0,7.0,0.0,On Time,,0.51,4.9,5.04,1546.24,2048.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-16870EE5,2024-10-05,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24.0,26.0,38.0,12.0,Late,Geopolitical Conflict (Route Diversion),0.34,2.4,3.83,4927.98,4597.0,Re-routing
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-1AC75781,2025-01-17,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12.0,13.0,17.0,4.0,Late,Port Congestion,0.55,7.3,3.71,4883.12,5728.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-00E37D18,2024-04-20,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18.0,21.0,18.0,0.0,On Time,,0.51,1.1,3.93,1439.03,1906.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-2219115B,2024-03-27,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24.0,26.0,24.0,0.0,On Time,,0.69,4.2,5.01,7485.01,8858.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-1E529034,2025-09-11,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12.0,13.0,12.0,0.0,On Time,,0.77,2.1,3.18,1551.4,1753.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-787DA563,2024-04-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18.0,19.0,21.0,2.0,Late,Port Congestion,0.73,8.0,2.48,8875.59,9328.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-95567DBE,2025-03-13,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2.0,5.0,3.0,0.0,On Time,,0.11,4.7,5.02,23675.19,3878.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-B4AAE98C,2024-06-24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24.0,27.0,24.0,0.0,On Time,,0.32,1.5,3.79,1240.8,1880.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-9D82D30A,2024-10-08,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3.0,6.0,3.0,0.0,On Time,,0.2,5.0,1.89,7128.0,1080.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-1E23AFDB,2024-12-23,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18.0,19.0,17.0,0.0,On Time,,0.43,8.2,2.56,1389.96,1944.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-8F518917,2024-10-23,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2.0,4.0,3.0,0.0,On Time,,0.85,8.0,2.62,18691.48,1837.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-C2DE009A,2025-04-20,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2.0,5.0,2.0,0.0,On Time,,0.56,9.2,3.19,49043.28,5716.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-D167C67B,2025-05-09,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12.0,13.0,13.0,0.0,On Time,,0.32,9.3,2.42,301.62,457.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-7763E341,2025-04-08,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2.0,4.0,2.0,0.0,On Time,,0.29,3.3,5.69,59654.76,8408.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-B28F452D,2024-02-10,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28.0,29.0,28.0,0.0,On Time,,0.51,4.7,2.28,1732.72,2295.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-7991D503,2025-12-26,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12.0,14.0,12.0,0.0,On Time,,0.53,3.1,1.83,6215.62,8125.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-2FE039B7,2025-06-29,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4.0,7.0,5.0,0.0,On Time,,0.4,4.3,3.04,40956.3,5319.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-8BCA90F8,2025-06-07,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18.0,19.0,18.0,0.0,On Time,,0.16,9.8,3.82,3267.14,5633.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-A306816C,2025-03-14,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3.0,5.0,4.0,0.0,On Time,,0.36,3.5,3.59,33218.68,4441.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-ED689E4F,2024-09-13,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7.0,9.0,8.0,0.0,On Time,,0.69,6.7,1.84,3925.03,4645.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-C20ED496,2025-08-12,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35.0,38.0,35.0,0.0,On Time,,0.26,4.4,5.08,633.15,1005.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-F1251479,2024-07-19,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28.0,29.0,27.0,0.0,On Time,,0.39,7.5,2.81,1257.95,1810.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-9CB8DF74,2025-06-16,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24.0,25.0,24.0,0.0,On Time,,0.14,8.9,0.5,724.47,1271.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-987F29AA,2024-03-05,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3.0,4.0,3.0,0.0,On Time,,0.89,2.4,3.07,40135.1,3861.0,Standard Shipping
,,,,,,,,,,,,,,,,supply_chain_disruption,ORD-8C6DD4FD,2024-12-27,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24.0,26.0,23.0,0.0,On Time,,0.39,6.6,1.63,514.3,740.0,Standard Shipping
